hpo_id,english_term,chinese_term,english_description,chinese_description
HP:0030800,Abnormal visual accommodation ,视觉调节异常,"An anomaly in the process of visual accommodation, which is the process of adjustment of the eye to enable sharp vision of objects at different distances. Accommodation is mediated by contraction of the ciliary muscles, which alter the convexity of the lens and, consequently, its refractive power. ",校对中... 
HP:0030802,Lower eyelid retraction ,下眼睑退缩,Inferior malposition of the lower eyelid margin without eyelid eversion. ,校对中... 
HP:0030804,Trachyonychia ,指甲粗糙脆裂,Excessive longitudinal ridging that gives the surface of the nail plate a rough appearance. It results from multiple foci of defective keratinization of the proximal nail matrix. ,校对中... 
HP:0030809,Abnormal tongue morphology ,舌头形态异常,Any structural anomaly of the tongue. ,校对中... 
HP:0030810,Abnormal tongue physiology ,舌头生理异常,Any functional anomaly of the tongue. ,校对中... 
HP:0030811,Tongue pain ,舌痛,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the tongue. ",校对中... 
HP:0030812,Enlarged tonsils ,扁桃体肿大,"Increase in size of the tonsils, small collections of lymphoid tissue facing into the aerodigestive tract on either side of the back part of the throat. ",校对中... 
HP:0030813,Absent tonsils ,扁桃体缺如,Lack of observable tonsillar tissue. ,校对中... 
HP:0030814,Orange discolored tonsils ,扁桃体橘色变色,A phenomenon of orange colored oral tonsils. This feature is characteristic of Tangier disease and illustrated will by Figure 1 of PMID:19470903. ,校对中... 
HP:0030816,Gingival recession ,牙龈退缩,"The loss of gum tissue. The result is that gum tissue is recessed and its position on the tooth is lowered, exposing the roots of the teeth. ",校对中... 
HP:0030820,Hooded eyelid ,眼睑悬垂,Eyelid partly covered by skin when eyes are open. ,校对中... 
HP:0030822,Hooded upper eyelid ,上眼睑悬垂,Upper eyelid partly covered by skin when eyes are open. ,校对中... 
HP:0030823,Scleral thickening ,巩膜增厚,Increased dimension of the sclera in the anterior-posterior axis. ,校对中... 
HP:0030824,Mizuo phenomenon ,水尾现象,"Change in the color of the fundus from red in the dark-adapted state to golden immediately or shortly after the onset of the light. The color of the fundus reflex in the light adapted state has also been described as golden-yellow, gray-white, and yellow-white. This reflex can appear either homogeneous or in streaks in the fundus. The retinal vessels appear to be protruding in contrast to the radiant background. Dark adaptation leads to disappearance of the unusual fundus coloration [Digital Journal of Ophthalmology 2008; Volume 14, Number 14]. ",校对中... 
HP:0030825,Absent foveal reflex ,黄斑中心凹反射缺失,"Lack of the foveal reflex, which normally occurs as a result of the reflection of light from the ophthalmoscope in the foveal pit upon examination. The foveal reflex is a bright pinpoint of light that is observed to move sideways or up and down in response to movement of the opthalmoscope. ",校对中... 
HP:0030828,Wheezing ,哮鸣音,A high-pitched whistling sound associated with labored breathing. ,校对中... 
HP:0030830,Crackles ,肺啰音,"Crackles are discontinuous, explosive, and nonmusical adventitious lung sounds normally heard in inspiration and sometimes during expiration. Crackles are usually classified as fine and coarse crackles based on their duration, loudness, pitch, timing in the respiratory cycle, and relationship to coughing and changing body position. ",校对中... 
HP:0030833,Neck pain ,颈痛,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the neck. ",校对中... 
HP:0030834,Shoulder pain ,肩痛,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the shoulder. ",校对中... 
HP:0030836,Wrist pain ,手腕关节痛,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the wrist. ",校对中... 
HP:0030838,Hip pain ,髋痛,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the hip. ",校对中... 
HP:0030839,Knee pain ,膝痛,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the knee. ",校对中... 
HP:0030840,Ankle pain ,脚踝痛,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the ankle. ",校对中... 
HP:0030842,Choking episodes ,窒息发作,"Incidents in which a piece of food or other objects get stuck in the upper airway and provoke coughing, gagging, inability to talk, and difficulty breathing. ",校对中... 
HP:0030843,Cardiac amyloidosis ,心脏淀粉样变性,"Extracellular deposition in cardiac tissue of a proteinaceous material that, when stained with Congo red, demonstrates apple-green birefringence under polarized light and that has a distinct color when stained with sulfated Alcian blue. Viewed with electron microscopy, the amyloid deposits are seen to be composed of a beta-sheet fibrillar material. These nonbranching fibrils have a diameter of 7.5 to 10 nm and are the result of protein misfolding. ",校对中... 
HP:0030844,Undetectable pattern electroretinogram ,图形视网膜电图检测不到波形,Absent response to a pattern electroretinogram (PERG). ,校对中... 
HP:0030848,Elevated jugular venous pressure ,颈静脉压升高,Increased jugular venous pressure. ,校对中... 
HP:0030850,Abnormal pulse pressure ,脉压异常,"An anomaly of the pulse pressure, which is defined as the systolic pressured minus the diastolic pressure. ",校对中... 
HP:0030851,Low pulse pressure ,脉压低,Reduced amplitude of the pulse pressure (systolic blood pressure minus diastolic blood pressure). ,校对中... 
HP:0030853,Heterotaxy ,内脏异位,An abnormality in which the internal thoraco-abdominal organs demonstrate abnormal arrangement across the left-right axis of the body. ,校对中... 
HP:0030854,Scleral staphyloma ,巩膜葡萄肿,A staphyloma is a localized defect in the eye wall with protrusion of uveal tissue due to alterations in scleral thickness and structure. ,校对中... 
HP:0030856,Posterior staphyloma ,后巩膜葡萄肿,A localized defect in the posterior eye wall with protrusion of uveal tissue due to alterations in scleral thickness and structure. ,校对中... 
HP:0030857,Eye movement-induced pain ,眼动诱发疼痛,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the eye that is worse in certain directions of gaze and during prolonged gaze holding. ",校对中... 
HP:0030863,Nasal flaring ,鼻翼煽动,Widening of the nostrils upon inhalation as a manifestation of respiratory distress. ,校对中... 
HP:0030865,Large elbow ,肘关节偏大,Abnormal increased size of the elbow joint. ,校对中... 
HP:0030866,Large knee ,膝关节偏大,Abnormally increased size of the knee joint. ,校对中... 
HP:0030868,Monorchism ,单睾丸,Having only one testis in the scrotum. ,校对中... 
HP:0030872,Abnormal cardiac ventricular function ,心室功能异常,An abnormality of the cardiac ventricular function. ,校对中... 
HP:0030874,Oxygen desaturation on exertion ,用力时血氧饱和度下降,Oxygen saturation less than 95% on exertion or arterial partial pressure of oxygen falling by more than 1kPa. ,校对中... 
HP:0030877,Reduced FEV1/FVC ratio ,1秒率下降,Abnormally low FEV1/FVC (FEV1 - forced expiratory volume in 1 second; FVC forced vital capacity). ,校对中... 
HP:0030878,Abnormality on pulmonary function testing ,肺功能检测结果异常,"Any anomaly measure by pulmonary function testing, which includes spirometry, measures of diffusing capacity, and plethysmography. ",校对中... 
HP:0030879,Interlobular septal thickening ,小叶间隔增厚,Presence of thickening of the interlobular septa of the lungs as seen on a CT scan. ,校对中... 
HP:0030880,Raynaud phenomenon ,雷诺现象, , 
HP:0030882,Coronary artery aneurysm ,冠状动脉瘤,Enlargement of the diameter (cross-section) of a coronary artery as defined by a focal dilation of a segment at least 1.5 times larger than the reference vessel. ,校对中... 
HP:0030883,Femoroacetabular impingement ,股骨髋臼撞击症,"Femoroacetabular impingement (FAI) results from one or more bony abnormalities that lead to abnormal contact between the acetabulum and the femoral head or neck. The femoral abnormality is proposed to cause compression and shear stresses in the region between the labrum and cartilage, anterosuperiorly. These stresses cause a separation between the labrum and cartilage as the labrum is pushed outwards and the cartilage is pushed centrally. This eventually leads to articular degeneration and eventually global hip osteoarthritis. ",校对中... 
HP:0030884,Gastrojejunal tube feeding in infancy ,婴儿胃空肠管饲,Feeding problem necessitating gastrojejunal tube feeding. ,校对中... 
HP:0030889,Congenital shortened small intestine ,先天性小肠短缩,Substantially shortened length of the small intestine as a result of a developmental defect. ,校对中... 
HP:0030890,Hyperintensity of cerebral white matter on MRI ,MRI脑白质高信号,A brighter than expected signal on magnetic resonance imaging emanating from the cerebral white matter. ,校对中... 
HP:0030891,Periventricular white matter hyperdensities ,脑室旁白质高信号,Areas of brighter than expected signal on magnetic resonance imaging emanating from the cerebral white matter that surrounds the cerebral ventricles. ,校对中... 
HP:0030892,Deep cerebral white matter hyperdensities ,深部脑白质高信号,Areas of brighter than expected signal on magnetic resonance imaging emanating from locations distant from the ventricular system. ,校对中... 
HP:0030897,Decreased intestinal transit time ,肠道通过时间缩短,A reduction in the length of time required for food to pass through the intestines. ,校对中... 
HP:0030900,Pruritus on foot ,足部瘙痒,Pruritus is an itch or a sensation that makes a person want to scratch. This term refers to an abnormally increased sensation of itching over the skin of the foot. ,校对中... 
HP:0030902,Palmomental reflex ,掌颌反射,A type of primitive reflex characterized by an involuntary contraction of the mentalis muscle of the chin caused by stimulation of the thenar eminence of the palm. ,校对中... 
HP:0030903,Grasp reflex ,抓握反射/握持反射,"A type of primitive reflex that can be elicated when the hand of the examiner is gently inserted into the palm of the patient's hand. The palmar surface is stroked or simply touched. The flexor surfaces of the fingers may be stimulated also by the examiner's fingers. The stimulus should be in a distal direction. With a positive response, the patient grasps the examiner's hand with variable strength and continues to grasp as the examiner's hand is moved. Ability to release the grip voluntarily depends on the activity of the reflex; some patients can do so readily, while others can even be lifted off the bed, since the grasp has such power [NCBI Books:NBK395]. ",校对中... 
HP:0030904,Glabellar reflex ,眉心反射,"A type of primitive reflex that is elicited by repetitive tapping on the forehead. Normal subjects usually blink in response to the first several taps, but if blinking persists, the response is abnormal and considered to be a sign of frontal release. Persistent blinking is also known as Myerson's sign. ",校对中... 
HP:0030906,Suck reflex ,吸吮反射,"A type of primitive reflex that is elicited by lightly touching or tapping on the lips with an object such as a tongue blade, reflex hammer, or the examiner's finger. At times the reflex is obtained merely by approaching the lips with an object. A positive suck reflex consists of sucking movements by the lips when they are stroked or touched. ",校对中... 
HP:0030909,Anti-liver cytosolic antigen type 1 antibody positivity ,抗肝细胞胞浆抗原1型抗体阳性,The presence of autoantibodies (immunoglobulins) in the serum that react against a 60-kd peptide contained in the liver cytosolic fraction. ,校对中... 
HP:0030913,Exaggerated rugosity of the labia majora ,大阴唇褶皱增多,Marked rugae formation of the skin of the labia majora. ,校对中... 
HP:0030914,Abnormal peristalsis ,（消化道）蠕动异常,An anomaly of the wave-like muscle contractions of the digestive tract. ,校对中... 
HP:0030915,Cerebellar edema ,小脑水肿,Swelling from fluid accumulation (serous fluid infiltration into the interstitial space) in the cerebellum. ,校对中... 
HP:0030917,Low APGAR score ,低APGAR评分, , 
HP:0030918,Low 1-minute APGAR score ,1分钟APGAR评分低, , 
HP:0030921,5-minute APGAR score of 1 ,5分钟APGAR评分1分, , 
HP:0030925,5-minute APGAR score of 5 ,5分钟APGAR评分5分, , 
HP:0030927,1-minute APGAR score of 0 ,1分钟APGAR评分0分, , 
HP:0030928,1-minute APGAR score of 1 ,1分钟APGAR评分1分, , 
HP:0030939,Palpebral thickening ,眼睑增厚,An increased thickness of the eyelid not related to acute inflammation. ,校对中... 
HP:0030948,Elevated gamma-glutamyltransferase level ,γ-谷氨酰转移酶活性增高,"Increased level of the enzyme gamma-glutamyltransferase (GGT). GGT is mainly present in kidney, liver, and pancreatic cells, but small amounts are present in other tissues. ",校对中... 
HP:0030949,Glomerular deposits ,肾小球沉积,An abnormal accumulation of protein in the glomerulus. ,校对中... 
HP:0030950,Pulmonary venous hypertension ,肺静脉高压,"An abnormal increase in pressure in the pulmonary veins, usually as a result of left atrial hypertension. ",校对中... 
HP:0030951,Skeletal muscle fibrosis ,骨骼肌纤维化,Excessive formation of fibrous bands of scar tissue in between muscle fibers. ,校对中... 
HP:0030953,Conjunctival hyperemia ,结膜充血,Dilatation of the blood vessels of the conjunctiva leading to a red appearance of the sclera. ,校对中... 
HP:0030955,Alcoholism ,酗酒,"An addictive behavior defined as drinking excessive amounts of alcohol over a long period of time, having difficulty reducing the amount of alcohol consumed, strongly desiring alcohol and experiencing withdrawal symptoms when not drinking alcohol. ",校对中... 
HP:0030961,Microspherophakia ,小球形晶状体,Lens of the eye is smaller than normal and spherically shaped. ,校对中... 
HP:0030962,Abnormal morphology of the great vessels ,大血管形态异常,"A structural anomaly affecting a blood vessel involved in the circulation of the heart, i.e., the superior or inferior vena cava, the pulmonary arteries, the pulmonary veins, and the aorta. ",校对中... 
HP:0030968,Abnormal pulmonary vein morphology ,肺静脉畸形,An abnormality of the structure of the pulmonary veins. ,校对中... 
HP:0030973,Postexertional malaise ,劳累后不适,A subjective feeling of tiredness characterized by a lack of energy and motivation and that is induced by exertion or exercise. ,校对中... 
HP:0030974,Cryptozoospermia ,隐匿精子症,"A type of low sperm count where ejaculated semen contains less than 100,000 spermatozoa per ml. With cryptozoospermia, the sperm count may fluctuate and a zero sperm count in the ejaculate may be initially measured. If sperm are observed in a second semen sample following centrifugation, the diagnosis of cryptozoospermia can be made (and azoospermia can be ruled out). ",校对中... 
HP:0030977,Increased factor VIII activity ,因子VIII活性增高,"Increased activity of the coagulation factor VIII. Factor VIII (fVIII) is a cofactor in the intrinsic clotting cascade that is activated to fVIIIa in the presence of minute quantities of thrombin. fVIIIa acts as a receptor, for factors IXa and X. ",校对中... 
HP:0030978,Decreased CSF/serum albumin ratio ,脑脊液白蛋白与血清白蛋白的比值下降,A reduction below normal limits of the ratio of the cerebrospinal fluid (CSF) albumin concentration to serum albumin concentration. ,校对中... 
HP:0030980,Reduced brain glutamine level by MRS ,MRS分析大脑谷氨酰胺水平偏低,An decrease in the level of glutamine in the brain identified by magnetic resonance spectroscopy (MRS). ,校对中... 
HP:0030983,Ovarian thecoma ,卵泡膜细胞瘤,"A sex cord-stromal tumor of the ovary. Thecomas range from small tumors to large solid or solid-cystic masses of up to 15 cm. They are unilateral in over 90 percent of cases and are rarely malignant. Thecomas are stromal tumors made up of cells that resemble theca cells, lutein cells and fibroblasts. They are traditionally classified within the sex cord-stromal tumor category of ovarian tumor types. ",校对中... 
HP:0030984,Abnormal serum bile acid concentration ,血清胆汁酸浓度异常,A deviation from the normal concentration of serum bile acid concentration. ,校对中... 
HP:0030991,Sclerosing cholangitis ,硬化性胆管炎,"Cholangitis associated with evident ductal fibrosis that develops as a consequence of long-standing bile duct inflammatory, obstruction, or ischemic injury; it can be obliterative or nonobliterative. ",校对中... 
HP:0030992,Abnormal pancreatic duct morphology ,胰管形态学异常,"Any structural anomaly of the pancreatic duct, which is the tubular structure that collects exocrine pancreatic secretions and transports them to the duodenum. ",校对中... 
HP:0030996,Megaduodenum ,巨十二指肠,Dilation and elongation of the duodenum with hypertrophy of all layers of the duodenum. ,校对中... 
HP:0030997,Atretic vas deferens ,输精管闭锁,Abnormal closure or blockage of the vas deferens. ,校对中... 
HP:0030998,Cerebrospinal fluid rhinorrhoea ,脑脊液鼻漏,Drainage of cerebrospinal fluid through the nose. This can occur when there is a fistula between the dura and the skull base and discharge of cerebrospinal fluid (CSF) from the nose. ,校对中... 
HP:0031006,Acroparesthesia ,肢端感觉障碍,"A type of paresthesia (tingling, pins-and-needles, burning or numbness or stiffness) that occurs in the hands and feet and particularly in the fingers and toes. ",校对中... 
HP:0031008,Lingual dystonia ,舌肌肌张力障碍,"Involuntary protrusions, movements, spams and contortions of the tongue. ",校对中... 
HP:0031013,Ankylosis ,关节僵硬,A reduction of joint mobility resulting from changes involving the articular surfaces. ,校对中... 
HP:0031014,Arteria lusoria ,压迫性动脉,"Usually, three large arteries arise from the arch of the aorta: the brachiocephalic trunk (divided into the right common carotid artery and the right subclavian artery), the left common carotid artery, and the left subclavian artery. However, when aberrant right subclavian artery variant is present, the brachiocephalic trunk is absent and four large arteries arise from the arch of the aorta: the right common carotid artery, the left common carotid artery, the left subclavian artery, and the final one with the most distal left sided origin, the right subclavian artery, also called the arteria lusoria. ",校对中... 
HP:0031020,Bone marrow hypercellularity ,骨髓细胞过多,A larger than normal amount or percentage of hematopoietic cells relative to marrow fat. ,校对中... 
HP:0031023,Multiple mucosal neuromas ,多发性粘膜神经瘤,"Multiple painful, dome-shaped, translucent pink to skin-colored papules on oral mucosa. Histologically, the lesions may demonstrate dermal proliferation of well-demarcated nerve bundles associated with abundant mucin and surrounded by a distinct perineural sheath. ",校对中... 
HP:0031026,Snail-like ilia ,蜗牛状髂骨,The ilia is round and hypoplastic with a very flat acetabular roof and a very unusual medial projection of bone that is said to resemble the head of a snail. Figure 4 of PMID:3799723 illustrates this feature. ,校对中... 
HP:0031028,Lactescent serum ,乳状血清,"Serum sample with a grossly white (milk-like, i.e., lactescent) appearance. This feature is indicative of an extremely elevated serum triglyceride level. ",校对中... 
HP:0031029,Elevated carcinoembryonic antigen level ,癌胚抗原水平增高,"An increased blood concentration of the carcinoembryonic antigen (CEA). CEA is a member of the immunoglobulin supergene family. The human CEA gene family is clustered on chromosome 19q and comprises 29 genes. CEA is highly expressed in embryonic tissue and in some cancers, and is a widely used tumor marker. ",校对中... 
HP:0031030,Elevated carcinoma antigen 125 level ,癌抗原CA125水平增高,"An increased blood concentration of carcinoma antigen 125 (CA-125). CA-125, also known as mucin 16, can exhibit increased blood levels in certain types of cancer. ",校对中... 
HP:0031033,Impaired urinary acidification ,尿酸化受损,The kidney contributes towards acid-base homeostasis by excreting H+ ions and retaining bicarbonate. This process is known as acidification of the urine. The pH of urine ranges normally from 4.5 to 8. The inability to reduce the pH of the urine in a situation where it would be otherwise expected is known as an acidification defect. ,校对中... 
HP:0031035,Chronic infection ,慢性感染,Presence of a protracted or persistent infection by a pathogen potentially related to an underlying abnormality of the immune system that is not able to clear the infection. ,校对中... 
HP:0031038,Spermatogenesis maturation arrest ,生精成熟阻滞,"Maturation arrest (MA) is defined as germ cells that fail to complete maturation. Uniform MA is characterized by spermatogenic arrest at the same stage of spermatogenesis throughout the seminiferous tubules. MA is subcategorized into early MA, in which only spermatogonia or spermatocytes are found, and late MA, in which spermatids are detected without spermatozoa. ",校对中... 
HP:0031039,Early spermatogenesis maturation arrest ,早期生精阻滞,A type of maturation arrest in which only spermatogonia or spermatocytes are found. ,校对中... 
HP:0031041,Obstruction of the superior vena cava ,上腔静脉梗阻,"Blockage of blood flow through the superior vena cava (SVC). Because the venous drainage from the upper extremities, upper thorax and head is obstructed, SVC obstruction presents with symptoms related to engorgement of these areas. Both the degree of SVC compromise and the extent of collateral veins determine the varied clinical presentation, which can be as mild as slight facial and upper extremity edema or as dire as intracranial swelling, seizures, hemodynamic instability and tracheal obstruction. ",校对中... 
HP:0031045,Acral blistering ,肢端水泡,Bullae (defined as fluid-filled blisters more than 5 mm in diameter with thin walls) of the skin with an acral distribution (affecting peripheral regions such as hands and feet). ,校对中... 
HP:0031047,Paraproteinemia ,副蛋白血症,An abnormal immunoglobulin or part of an Ig (light chain) in the circulation. Paraproteins are typically produced by a clonal population of B-cell derived plasma cells. ,校对中... 
HP:0031051,Tarsal sclerosis ,跗骨硬化,An elevation in bone density in one or more tarsal bones of the foot. Sclerosis is normally detected on a radiograph as an area of increased opacity. ,校对中... 
HP:0031056,Fusiform cerebral aneurysm ,梭形脑动脉瘤,"A localized circumferential (i.e., bulges on all sides) dilatation or ballooning of a cerebral artery. ",校对中... 
HP:0031057,Skin fissure ,皮肤裂痕,A clearly-defined and roughly linear cleavage in the skin that usually extends to the dermis. ,校对中... 
HP:0031058,Impairment of activities of daily living ,日常生活活动障碍,"Difficulty in performing one or more activities normally performed every day, such as eating, bathing, dressing, grooming, work, homemaking, and leisure. ",校对中... 
HP:0031060,Impaired ability to dress oneself ,穿衣能力受损,This applies to an individual who needs help with dressing or needs to be completely dressed. ,校对中... 
HP:0031061,Impaired toileting ability ,如厕能力受损,"This term applies to an individual who requires help transferring to the toilet, cleaning self or who uses bedpan or commode. ",校对中... 
HP:0031064,Impaired continence ,失禁,Partial or total incontinence of bowel or bladder. ,校对中... 
HP:0031069,Abnormal femoral torsion ,股骨异常扭转,"Femoral torsion, also known as femoral rotation or femoral version, refers to the twist between the proximal and distal parts of the femur on the transverse plane. Femoral anteversion averages between 30-40 degress at birth, and between 8-14 degrees in adults. This term applies if the amount of femoral torsion deviates from this range. ",校对中... 
HP:0031072,Abnormal endocrine physiology ,内分泌生理学异常,Any anomaly of the function of the endocrine system. ,校对中... 
HP:0031074,Abnormal response to ACTH stimulation test ,ACTH刺激试验反应异常,An anomolous response to stimulation by adminstration of the adrenocorticotropic hormone (ACTH). ACTH stimulation normally stimulates the adrenal glands to release cortisol and adrenaline. ,校对中... 
HP:0031076,Impaired cortisol response to insulin stimulation test ,皮质醇对胰岛素刺激试验的反应受损,Failure of cortisol levels to respond adequately (by increasing) to the insulin tolerance test (ITT). ,校对中... 
HP:0031077,Abnormal response to corticotropin releasing hormone stimulation test ,促肾上腺皮质激素释放激素刺激试验反应异常,"An anomalous response to the corticotropin releasing hormone (CRH) stimulation test. Normally,CRH is released by the hypothalamus to induce adrenocorticotropic hormone (ACTH) release by the anterior pituitary. In the stimulation test, CRH is administered intravenously and ACTH and cortisol are measured at intervals. ",校对中... 
HP:0031079,Impaired growth-hormone response to insulin stimulation test ,生长激素对胰岛素刺激试验的反应受损,Failure of growth hormone levels to respond adequately (by increasing) to the insulin tolerance test (ITT). ,校对中... 
HP:0031080,Abnormal response to glucagon stimulation test ,胰高血糖素刺激试验反应异常,"An anomalous response to the glucagon stimulation test, which like the insulin tolerance test (ITT) stimulates the release of both adrenocorticotropic hormone (ACTH) and growth hormone (GH). ",校对中... 
HP:0031082,Impaired growth-hormone response to glucagon stimulation test ,生长激素对胰高血糖素刺激试验的反应受损,Failure of growth hormone levels to respond adequately (by increasing) to the glucagon stimulation test. ,校对中... 
HP:0031083,Abnormal response to human chorionic gonadotrophin stimulation test ,人绒毛膜促性腺激素刺激试验反应异常,An anomalous response to intravenous stimulation by human chorionic gonadotrophin. Stimulation with hCG stimulates testicular Leydig cells to secrete androgens via the Leydig hormone receptors. ,校对中... 
HP:0031084,Excessive insulin response to glucagon test ,胰岛素对胰高血糖素试验反应过度,An abnormally high increase in insulin levels following a glucagon stimulation test. ,校对中... 
HP:0031085,Decreased prealbumin level ,前白蛋白水平降低,"A reduced concentration of prealbumin in the blood. Prealbumin, also known as transthyretin, has a half-life in plasma of about 2 days, much shorter than that of albumin. Prealbumin is therefore more sensitive to changes in protein-energy status than albumin, and its concentration closely reflects recent dietary intake rather than overall nutritional status. ",校对中... 
HP:0031087,Absent pubertal growth spurt ,缺乏青春期生长突增,The abrupt and transient increase in the annual growth rate normally observed in adolescent individuals does not occur. ,校对中... 
HP:0031088,Vaginal dryness ,阴道干涩,Persistent vaginal dryness. ,校对中... 
HP:0031092,Spindle-shaped finger ,梭状指,"Swelling of the hand at the knuckles, that gives the fingers a spindle shape (i.e., a round stick with tapered end and a broader base). ",校对中... 
HP:0031096,Delayed vertebral ossification ,椎骨骨化延迟,A decrease in the amount of mineralized bone in one or more vertebrae compared with that expected for a given developmental age. ,校对中... 
HP:0031098,Decreased thyroid-stimulating hormone level ,促甲状腺激素水平降低,"Reduced amount of the thyroid-stimulating hormone (TSH), which is produced by the anterior pituitary gland and stimulates the function of the thyroid gland. ",校对中... 
HP:0031100,Decreased inhibin B level ,抑制素B水平降低,A reduced concentration of inhibin B in the blood. ,校对中... 
HP:0031102,Increased antimullerian hormone level ,抗苗勒氏管激素水平升高,An elevation above the normal range of the antimullerian hormone in the circulation. ,校对中... 
HP:0031103,Decreased antimullerian hormone level ,抗苗勒氏管激素水平降低,A reduction below the normal range of the antimullerian hormone in the circulation. ,校对中... 
HP:0031104,Insulin receptor antibody positivity ,胰岛素受体抗体阳性,The presence of autoantibodies (immunoglobulins) in the serum that react against the insulin receptor. ,校对中... 
HP:0031107,Decreased fibular diameter ,腓骨直径减小,Reduced width of the cross sectional diameter of the fibula. ,校对中... 
HP:0031108,Triceps weakness ,肱三头肌无力,"A lack of strength in the triceps muscle, which normally is responsible for extending (straightening) the elbow and mediating certain shoulder movements. ",校对中... 
HP:0031109,Agalactia ,无泌乳,Failure of secretion of milk following childbirth associated with an inability to breastfeed an infant. ,校对中... 
HP:0031123,Recurrent gastroenteritis ,复发性肠胃炎,"Increased susceptibility to gastroenteritis, an infectious inflammationof the stomach and small intestines manifested by signs and symptoms such as diarheas and abdominal pain, as manifested by recurrent episodes of gastroenteritis. ",校对中... 
HP:0031126,Impaired clot retraction ,血凝块回缩受损,"Platelets contain contractile proteins (actin and myosin) that induce clot retraction. As the platelets contract, they pull on the surrounding fibrin strands, squeezing serum form the mass, compacting the clot and drawing the ruptured edges of the blood vessel more closely together. Clot retraction is directly proportional to the platelet count and inversely proportional to the fibrinogen concentration. ",校对中... 
HP:0031136,Decreased acrosin in sperm head ,精子头顶体酶降低,"A reduced amount of the enzyme acrosin in the sperm head acrosome. The acrosome is an organelle in the anterior half of the head of spermatozoa, and acrosin is a protease that contributes to the digestation of the zona pellucida in the fertilization process. ",校对中... 
HP:0031138,Abnormal B-type natriuretic peptide level ,B型钠尿肽水平异常,A deviation from the normal circulating concentration of B-type natriuretic peptide (BNP). ,校对中... 
HP:0031139,Frog-leg posture ,蛙足姿势,A type of rest posture in an infant that indicated a generalized reduction in muscle tone. The hips are flexed and the legs are abducted to an extent that causes the lateral thigh to rest upon the supporting surface. This posture is said to resemble the legs of a frog. ,校对中... 
HP:0031141,Increased hepatic echogenicity ,肝回声增强,"Increased echogenicity of liver tissue on sonography, manifested as an increased amount of white on the screen of the sonography device. ",校对中... 
HP:0031146,Impaired oral bolus formation ,口腔内食物成团状能力受损,An abnormality of swallowing characterized by reduced tongue coordination to form bolus after chewing. Food material spreads over the oral cavity instead of being concentrated into a bolus that is easily swallowed. ,校对中... 
HP:0031152,Full-thickness macular hole ,黄斑全层裂孔,Full-thickness macular hole (FTMH) is defined as a foveal lesion with interruption of all retinal layers from the internal limiting membrane to the retinal pigment epithelium. Full-thickness macular hole is primary if caused by vitreous traction or secondary if directly the result of pathologic characteristics other than vitreomacular traction. Full-thickness macular hole is subclassified by size of the hole as determined by OCT and the presence or absence of vitreomacular traction. ,校对中... 
HP:0031153,Membranous vitreous appearance ,玻璃体膜状外观,Vitreous humor of the eye displaying consisting of a vestigial gel in the retrolental space bounded by a convoluted membrane. ,校对中... 
HP:0031156,Decreased platelet glycoprotein Ib ,血小板膜上糖蛋白Ib减少,Decreased platelet cell membrane concentration of glycoprotein Ib. ,校对中... 
HP:0031157,Carotid cavernous fistula ,颈动脉海绵窦瘘,An abnormal connection between a carotid artery and the cavernous sinus. ,校对中... 
HP:0031158,Widened atrophic scar ,萎缩性疤痕增宽,"An atrophic scar (fibrous connective tissue resulting from incomplete healing of a wound) that has stretched (gotten wider), a manifestation of tissue fragility. ",校对中... 
HP:0031159,Thinning of Descemet membrane ,后弹力层变薄,A reduction in the thickness of Descemet's membrane. ,校对中... 
HP:0031160,Myelokathexis ,无效生成性慢性粒细胞缺乏,Impaired egress of mature neutrophils from bone marrow causing neutropenia. ,校对中... 
HP:0031161,Reduced brain glutamate level by MRS ,MRS分析大脑谷氨酸盐水平偏低,An decrease in the level of glutamate (Glu) in the brain identified by magnetic resonance spectroscopy (MRS). ,校对中... 
HP:0031162,Impaired oropharyngeal swallow response ,吞咽反应障碍,"Delay or absence of the swallow response, reflexes triggered by the contact the food bolus makes with the anterior faucial pillars. ",校对中... 
HP:0031164,Growth arrest lines ,生长停滞线,Growth arrest lines are alternating transverse rings of sclerosis at the metaphysis of a long bone. ,校对中... 
HP:0031165,Multifocal seizures ,多灶性癫痫发作,"Seizures that start from several different areas of the brain (i.e., with multiple ictal onset locations). ",校对中... 
HP:0031166,Eyelid myokymia ,眼睑肌颤搐,"Involuntary, fine, continuous, undulating contractions of the eyelid. ",校对中... 
HP:0031169,Postterm pregnancy ,过期妊娠,A pregnancy that extends to 42 weeks of gestation or beyond. ,校对中... 
HP:0031171,Femoral spur ,股骨骨刺,"A bony projection (spur, osteophyte) originating from the femur, often in the medial femoral neck. ",校对中... 
